status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
3.0,15,2.0,3.0,409,1.0,2.0,4.0,2.0,1.0,4.0,2.0,23,3.0,1.0,1,3.0,2,2.0,2.0,1
4.0,9,4.0,3.0,2134,1.0,3.0,4.0,3.0,1.0,4.0,3.0,48,3.0,2.0,3,3.0,2,2.0,2.0,1
4.0,30,4.0,3.0,5771,1.0,4.0,4.0,2.0,1.0,2.0,3.0,25,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,24,4.0,9.0,4526,1.0,3.0,3.0,3.0,1.0,2.0,1.0,74,3.0,2.0,1,4.0,2,2.0,2.0,1
4.0,15,4.0,2.0,2788,1.0,4.0,4.0,2.0,2.0,3.0,3.0,24,3.0,2.0,2,4.0,2,1.0,2.0,1
3.0,36,2.0,3.0,5848,1.0,3.0,4.0,3.0,1.0,1.0,3.0,24,3.0,2.0,1,3.0,2,1.0,2.0,1
1.0,12,2.0,0.0,1228,1.0,3.0,4.0,2.0,1.0,2.0,1.0,24,3.0,2.0,1,2.0,2,1.0,2.0,0
3.0,12,2.0,3.0,1297,1.0,3.0,3.0,4.0,1.0,4.0,1.0,23,3.0,1.0,1,3.0,2,1.0,2.0,1
4.0,24,2.0,3.0,1552,1.0,4.0,3.0,3.0,1.0,1.0,3.0,32,1.0,2.0,1,3.0,1,1.0,2.0,1
4.0,12,2.0,3.0,1963,1.0,4.0,4.0,3.0,1.0,2.0,3.0,31,3.0,1.0,2,4.0,1,2.0,2.0,1
4.0,24,2.0,3.0,3235,3.0,5.0,3.0,1.0,1.0,2.0,3.0,36,3.0,2.0,1,4.0,2,2.0,2.0,1
4.0,24,4.0,9.0,4139,2.0,3.0,3.0,3.0,1.0,3.0,2.0,27,3.0,2.0,2,2.0,2,2.0,2.0,1
2.0,12,4.0,1.0,1804,2.0,2.0,3.0,3.0,1.0,4.0,2.0,44,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,18,2.0,9.0,1950,1.0,4.0,4.0,4.0,1.0,1.0,3.0,34,2.0,2.0,2,3.0,2,2.0,2.0,1
4.0,48,3.0,3.0,12749,3.0,4.0,4.0,3.0,1.0,1.0,3.0,37,3.0,2.0,1,4.0,2,2.0,2.0,1
4.0,9,2.0,4.0,1236,1.0,2.0,1.0,2.0,1.0,4.0,1.0,23,3.0,3.0,1,3.0,2,2.0,2.0,1
4.0,18,4.0,0.0,1055,1.0,2.0,4.0,2.0,1.0,1.0,2.0,30,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,30,0.0,9.0,8072,5.0,2.0,2.0,3.0,1.0,3.0,3.0,25,1.0,2.0,3,3.0,2,1.0,2.0,1
4.0,30,4.0,3.0,2831,1.0,3.0,4.0,2.0,1.0,2.0,3.0,33,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,9,2.0,9.0,1449,1.0,4.0,3.0,2.0,1.0,2.0,3.0,27,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,12,2.0,0.0,2390,5.0,5.0,4.0,3.0,1.0,3.0,3.0,50,3.0,2.0,1,3.0,987,2.0,2.0,1
4.0,24,2.0,3.0,3430,3.0,5.0,3.0,3.0,1.0,2.0,3.0,31,3.0,2.0,1,3.0,1,2.0,2.0,1
2.0,36,2.0,6.0,2273,1.0,4.0,3.0,3.0,1.0,1.0,3.0,32,3.0,2.0,2,3.0,1,1.0,2.0,1
3.0,21,2.0,0.0,2923,2.0,3.0,1.0,2.0,1.0,1.0,3.0,28,1.0,2.0,1,4.0,2,2.0,2.0,1
4.0,24,2.0,3.0,1901,2.0,3.0,4.0,3.0,1.0,4.0,3.0,29,3.0,1.0,1,4.0,2,2.0,2.0,1
2.0,36,2.0,3.0,3711,5.0,3.0,2.0,4.0,1.0,2.0,3.0,27,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,48,2.0,0.0,8487,5.0,4.0,1.0,2.0,1.0,2.0,3.0,24,3.0,2.0,0,3.0,2,1.0,2.0,1
4.0,24,2.0,0.0,2255,5.0,2.0,4.0,3.0,1.0,1.0,2.0,54,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,2.0,3.0,1262,1.0,3.0,3.0,3.0,1.0,2.0,3.0,25,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,33,4.0,1.0,7253,1.0,4.0,3.0,3.0,1.0,2.0,3.0,35,3.0,2.0,2,4.0,2,2.0,2.0,1
4.0,6,4.0,0.0,6761,1.0,4.0,1.0,3.0,1.0,3.0,4.0,45,3.0,2.0,231,4.0,1,2.0,2.0,1
4.0,18,4.0,2.0,1817,1.0,3.0,4.0,2.0,1.0,2.0,4.0,28,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,12,2.0,3.0,2141,2.0,4.0,3.0,3.0,1.0,1.0,4.0,33,3.0,2.0,34,3.0,2,1.0,2.0,1
4.0,48,1.0,9.0,3609,1.0,3.0,1.0,2.0,1.0,1.0,1.0,27,2.0,2.0,1,3.0,2,1.0,2.0,1
4.0,30,2.0,3.0,2333,3.0,5.0,4.0,3.0,1.0,2.0,3.0,30,1.0,2.0,1,4.0,2,1.0,2.0,1
4.0,28,1.0,1.0,7824,5.0,2.0,3.0,3.0,3.0,4.0,1.0,40,1.0,1.0,2,3.0,1,2.0,2.0,1
3.0,18,1.0,3.0,1445,5.0,4.0,4.0,3.0,1.0,4.0,3.0,49,1.0,2.0,1,2.0,2,1.0,2.0,1
1.0,24,2.0,2.0,7721,5.0,2.0,1.0,2.0,1.0,2.0,2.0,30,3.0,2.0,1,3.0,2,2.0,1.0,1
1.0,21,2.0,0.0,3763,5.0,4.0,2.0,3.0,2.0,2.0,1.0,24,3.0,2.0,1,2.0,2,1.0,1.0,1
2.0,18,2.0,9.0,4439,1.0,5.0,1.0,3.0,2.0,1.0,1.0,33,1.0,2.0,1,4.0,2,2.0,2.0,1
1.0,12,2.0,3.0,1107,1.0,3.0,2.0,3.0,1.0,2.0,1.0,20,3.0,1.0,45,4.0,94,2.0,2.0,1
2.0,15,2.0,3.0,1444,5.0,2.0,4.0,3.0,1.0,1.0,2.0,23,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,48,1.0,0.0,12169,5.0,1.0,4.0,3.0,2.0,4.0,4.0,36,3.0,3.0,1,4.0,2,2.0,2.0,1
4.0,9,2.0,3.0,2753,2.0,5.0,3.0,3.0,2.0,4.0,3.0,35,3.0,2.0,1,3.0,2,2.0,2.0,1
3.0,6,2.0,0.0,1494,5.0,2.0,1.0,3.0,1.0,2.0,1.0,29,3.0,2.0,1,2.0,1,1.0,1.0,1
1.0,24,1.0,2.0,2828,3.0,3.0,4.0,3.0,1.0,4.0,1.0,22,2.0,2.0,1,3.0,2,2.0,2.0,1
1.0,24,1.0,2.0,2483,3.0,3.0,4.0,3.0,1.0,4.0,1.0,22,2.0,2.0,1,3.0,2,2.0,2.0,1
3.0,6,4.0,0.0,1299,1.0,3.0,1.0,3.0,1.0,1.0,1.0,74,3.0,2.0,3,1.0,1,1.0,1.0,1
2.0,9,2.0,0.0,1549,5.0,2.0,4.0,3.0,1.0,2.0,1.0,35,3.0,2.0,1,1.0,2,1.0,2.0,1
3.0,10,2.0,0.0,3949,1.0,2.0,1.0,3.0,3.0,1.0,2.0,37,3.0,2.0,1,2.0,1,1.0,2.0,1
4.0,10,2.0,1.0,2901,5.0,2.0,1.0,2.0,1.0,4.0,1.0,31,3.0,1.0,1,3.0,2,1.0,2.0,1
3.0,6,2.0,0.0,709,4.0,2.0,2.0,4.0,1.0,2.0,1.0,27,3.0,2.0,1,1.0,2,1.0,1.0,1
4.0,10,2.0,0.0,1287,5.0,5.0,4.0,3.0,2.0,2.0,2.0,45,3.0,2.0,1,2.0,2,1.0,1.0,1
1.0,18,1.0,3.0,1940,1.0,2.0,3.0,3.0,2.0,4.0,4.0,36,1.0,3.0,1,4.0,2,2.0,2.0,1
3.0,30,4.0,3.0,3656,5.0,5.0,4.0,3.0,1.0,4.0,2.0,49,2.0,2.0,2,2.0,2,1.0,2.0,1
4.0,24,3.0,1.0,4679,1.0,4.0,3.0,3.0,1.0,3.0,3.0,35,3.0,2.0,2,2.0,2,2.0,2.0,1
4.0,27,3.0,1.0,8613,4.0,3.0,2.0,3.0,1.0,2.0,3.0,27,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,18,2.0,2.0,2659,4.0,3.0,4.0,3.0,1.0,2.0,3.0,28,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,24,4.0,3.0,1516,4.0,3.0,4.0,2.0,1.0,1.0,1.0,43,3.0,2.0,2,2.0,2,1.0,2.0,1
1.0,18,2.0,0.0,4380,2.0,3.0,3.0,3.0,1.0,4.0,3.0,35,3.0,2.0,1,2.0,1,2.0,2.0,1
4.0,14,3.0,0.0,802,1.0,3.0,4.0,3.0,1.0,2.0,3.0,27,3.0,2.0,2,2.0,2,1.0,2.0,1
4.0,21,2.0,9.0,1572,4.0,5.0,4.0,2.0,1.0,4.0,1.0,36,1.0,2.0,1,2.0,2,1.0,2.0,1
2.0,48,1.0,9.0,3566,2.0,4.0,4.0,3.0,1.0,2.0,3.0,30,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,24,2.0,3.0,1278,1.0,5.0,4.0,3.0,1.0,1.0,1.0,36,3.0,2.0,1,4.0,2,2.0,2.0,1
4.0,6,0.0,3.0,426,1.0,5.0,4.0,4.0,1.0,4.0,3.0,39,3.0,2.0,1,2.0,2,1.0,2.0,1
4.0,39,2.0,1.0,8588,2.0,5.0,4.0,3.0,1.0,2.0,3.0,45,3.0,2.0,1,4.0,2,2.0,2.0,1
1.0,30,2.0,1.0,3857,1.0,3.0,4.0,1.0,1.0,4.0,2.0,40,3.0,2.0,1,4.0,2,2.0,2.0,1
2.0,12,2.0,0.0,685,1.0,4.0,2.0,4.0,1.0,3.0,3.0,25,1.0,2.0,1,2.0,2,1.0,2.0,0
4.0,24,2.0,3.0,1603,1.0,5.0,4.0,2.0,1.0,4.0,3.0,55,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,21,2.0,2.0,2241,1.0,5.0,4.0,3.0,1.0,2.0,1.0,50,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,60,2.0,3.0,2384,1.0,5.0,4.0,3.0,1.0,4.0,1.0,64,1.0,1.0,1,2.0,2,1.0,2.0,1
4.0,6,2.0,2.0,601,1.0,2.0,1.0,2.0,1.0,3.0,1.0,23,3.0,1.0,1,2.0,1,1.0,2.0,1
4.0,39,2.0,1.0,2569,3.0,3.0,4.0,3.0,1.0,4.0,3.0,24,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,60,4.0,0.0,10366,1.0,5.0,2.0,3.0,1.0,4.0,2.0,42,3.0,2.0,1,4.0,20,1.0,2.0,1
4.0,18,2.0,9.0,1568,2.0,3.0,3.0,2.0,1.0,4.0,2.0,24,3.0,1.0,1,2.0,2,1.0,2.0,1
4.0,18,4.0,3.0,629,3.0,3.0,4.0,3.0,1.0,3.0,2.0,32,1.0,2.0,2,4.0,2,2.0,2.0,1
4.0,6,1.0,3.0,1750,3.0,5.0,2.0,3.0,1.0,4.0,4.0,45,3.0,2.0,1,2.0,1,1.0,2.0,1
4.0,24,2.0,1.0,3488,2.0,4.0,3.0,2.0,1.0,4.0,3.0,23,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,24,3.0,2.0,4151,2.0,3.0,2.0,3.0,1.0,3.0,2.0,35,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,15,2.0,5.0,2631,2.0,3.0,3.0,2.0,1.0,2.0,1.0,25,3.0,2.0,1,2.0,2,1.0,2.0,1
4.0,21,2.0,1.0,5248,5.0,3.0,1.0,3.0,1.0,3.0,3.0,26,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,18,3.0,0.0,2899,5.0,3.0,4.0,3.0,1.0,4.0,3.0,43,3.0,2.0,1,3.0,1,1.0,2.0,1
2.0,18,3.0,5.0,6204,1.0,3.0,2.0,3.0,1.0,4.0,1.0,44,3.0,2.0,1,2.0,1,2.0,2.0,1
4.0,12,2.0,3.0,804,1.0,5.0,4.0,3.0,1.0,4.0,3.0,38,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,36,2.0,3.0,3595,1.0,5.0,4.0,3.0,1.0,2.0,3.0,28,3.0,2.0,0,3.0,2,1.0,2.0,1
4.0,36,4.0,1.0,5711,5.0,5.0,4.0,3.0,1.0,2.0,3.0,38,3.0,2.0,2,4.0,2,2.0,2.0,1
3.0,15,2.0,9.0,2687,1.0,4.0,2.0,3.0,1.0,4.0,2.0,26,3.0,1.0,92,3.0,2,2.0,2.0,1
1.0,15,3.0,2.0,3643,1.0,5.0,1.0,2.0,1.0,4.0,2.0,27,3.0,2.0,2,2.0,2,1.0,2.0,1
4.0,10,4.0,2.0,2146,1.0,2.0,1.0,2.0,1.0,3.0,1.0,23,3.0,1.0,2,3.0,2,1.0,2.0,1
1.0,10,2.0,3.0,2315,1.0,5.0,3.0,3.0,1.0,4.0,1.0,52,3.0,2.0,1,2.0,2,1.0,2.0,1
4.0,6,2.0,9.0,3448,1.0,4.0,1.0,3.0,1.0,4.0,3.0,74,3.0,2.0,1,2.0,2,1.0,2.0,1
4.0,15,2.0,2.0,2708,1.0,2.0,2.0,3.0,1.0,3.0,2.0,27,1.0,2.0,2,2.0,2,1.0,2.0,1
4.0,11,4.0,0.0,1393,1.0,2.0,4.0,2.0,1.0,4.0,3.0,35,3.0,2.0,2,4.0,2,1.0,2.0,1
3.0,10,2.0,2.0,1275,1.0,2.0,4.0,2.0,1.0,2.0,2.0,23,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,9,2.0,2.0,1313,1.0,5.0,1.0,3.0,1.0,4.0,3.0,20,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,2.0,3.0,1493,1.0,2.0,4.0,2.0,1.0,3.0,3.0,34,3.0,2.0,1,3.0,1,1.0,2.0,1
4.0,22,2.0,3.0,2675,3.0,5.0,3.0,3.0,1.0,4.0,3.0,40,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,9,2.0,3.0,2118,1.0,3.0,2.0,3.0,1.0,2.0,1.0,37,3.0,2.0,1,2.0,1,1.0,2.0,1
4.0,36,2.0,0.0,909,3.0,5.0,4.0,3.0,1.0,4.0,2.0,36,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,4.0,2.0,1258,1.0,2.0,2.0,2.0,1.0,4.0,2.0,22,3.0,1.0,2,3.0,2,1.0,2.0,1
4.0,15,1.0,3.0,1569,2.0,5.0,4.0,3.0,1.0,4.0,3.0,34,1.0,2.0,1,2.0,1,1.0,2.0,1
4.0,6,2.0,1.0,1236,3.0,3.0,2.0,3.0,1.0,4.0,3.0,50,3.0,1.0,1,3.0,2,1.0,2.0,1
4.0,36,3.0,2.0,7678,5.0,4.0,2.0,2.0,1.0,4.0,3.0,40,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,6,2.0,5.0,660,3.0,4.0,2.0,4.0,1.0,4.0,1.0,23,3.0,1.0,1,2.0,2,1.0,2.0,1
4.0,24,2.0,2.0,2835,3.0,5.0,3.0,3.0,1.0,4.0,2.0,53,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,24,2.0,1.0,2670,1.0,5.0,4.0,3.0,1.0,4.0,3.0,35,3.0,2.0,1,4.0,30,2.0,2.0,1
4.0,12,1.0,8.0,3447,3.0,3.0,4.0,2.0,1.0,3.0,1.0,35,3.0,2.0,1,2.0,1,1.0,2.0,1
4.0,15,2.0,3.0,3568,1.0,5.0,4.0,2.0,1.0,2.0,3.0,54,1.0,1.0,1,4.0,2,2.0,2.0,1
2.0,21,4.0,9.0,3652,1.0,4.0,2.0,3.0,1.0,3.0,2.0,27,3.0,2.0,0,3.0,2,1.0,2.0,1
1.0,24,2.0,3.0,3660,1.0,3.0,2.0,2.0,1.0,4.0,3.0,28,3.0,2.0,1,3.0,2,1.0,2.0,1
3.0,9,2.0,3.0,1886,2.0,5.0,2.0,1.0,1.0,4.0,1.0,49,3.0,2.0,1,3.0,2,1.0,2.0,1
3.0,6,3.0,3.0,683,1.0,2.0,2.0,2.0,1.0,1.0,2.0,29,1.0,2.0,1,3.0,2,1.0,2.0,1
3.0,12,2.0,2.0,2251,1.0,3.0,1.0,2.0,1.0,2.0,3.0,46,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,21,3.0,0.0,2353,1.0,3.0,1.0,1.0,1.0,4.0,2.0,47,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,21,2.0,3.0,3357,4.0,2.0,4.0,2.0,1.0,2.0,3.0,29,1.0,2.0,1,3.0,2,1.0,2.0,1
4.0,6,2.0,0.0,672,1.0,1.0,1.0,2.0,1.0,4.0,1.0,54,3.0,2.0,1,1.0,2,2.0,2.0,1
1.0,6,4.0,3.0,409,3.0,5.0,4.0,3.0,1.0,4.0,3.0,52,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,9,2.0,3.0,2697,1.0,3.0,1.0,3.0,1.0,4.0,1.0,32,3.0,2.0,1,3.0,1,1.0,2.0,1
4.0,9,2.0,0.0,2507,3.0,5.0,2.0,3.0,1.0,4.0,4.0,51,3.0,3.0,1,2.0,2,1.0,2.0,1
4.0,15,3.0,3.0,1478,1.0,3.0,4.0,4.0,1.0,3.0,1.0,33,1.0,2.0,2,3.0,2,1.0,2.0,1
4.0,12,4.0,6.0,3565,5.0,5.0,2.0,3.0,1.0,1.0,2.0,37,3.0,2.0,2,2.0,1,1.0,2.0,1
4.0,15,2.0,2.0,2221,3.0,3.0,2.0,2.0,1.0,4.0,3.0,20,3.0,1.0,1,3.0,2,1.0,2.0,1
4.0,6,4.0,3.0,1898,5.0,3.0,1.0,3.0,1.0,2.0,1.0,34,3.0,2.0,2,2.0,1,1.0,2.0,1
2.0,60,4.0,9.0,1449,2.0,5.0,1.0,1.0,1.0,2.0,3.0,31,1.0,2.0,2,3.0,1,1.0,2.0,1
4.0,15,2.0,2.0,960,4.0,4.0,3.0,2.0,1.0,2.0,2.0,30,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,36,2.0,1.0,8133,1.0,3.0,1.0,2.0,3.0,2.0,2.0,30,1.0,2.0,1,3.0,2,1.0,2.0,1
4.0,9,2.0,2.0,2301,2.0,2.0,2.0,2.0,1.0,4.0,2.0,22,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,6,3.0,9.0,1743,2.0,3.0,1.0,3.0,1.0,2.0,1.0,34,3.0,2.0,2,2.0,2,1.0,2.0,1
2.0,12,2.0,2.0,983,4.0,2.0,1.0,2.0,1.0,4.0,1.0,20,3.0,1.0,1,2.0,2,1.0,2.0,1
4.0,18,3.0,3.0,2320,1.0,3.0,2.0,4.0,1.0,3.0,1.0,34,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,12,1.0,8.0,409,1.0,5.0,4.0,4.0,1.0,1.0,3.0,45,1.0,2.0,1,2.0,2,1.0,2.0,1
3.0,24,2.0,3.0,5152,1.0,4.0,4.0,3.0,1.0,2.0,3.0,25,1.0,2.0,1,3.0,2,1.0,2.0,1
3.0,24,2.0,2.0,3749,1.0,2.0,2.0,3.0,1.0,4.0,3.0,26,3.0,2.0,1,4.0,2,1.0,2.0,1
4.0,9,4.0,3.0,3074,5.0,3.0,1.0,3.0,1.0,2.0,1.0,33,3.0,2.0,2,3.0,1,1.0,2.0,1
3.0,9,2.0,3.0,745,1.0,3.0,3.0,2.0,1.0,2.0,1.0,28,3.0,2.0,1,2.0,2,1.0,2.0,0
4.0,24,2.0,0.0,1469,2.0,5.0,4.0,4.0,1.0,4.0,1.0,41,3.0,1.0,1,2.0,2,1.0,2.0,1
1.0,6,2.0,2.0,1374,1.0,3.0,1.0,3.0,1.0,2.0,1.0,36,1.0,2.0,1,2.0,2,2.0,2.0,1
1.0,21,2.0,3.0,2606,1.0,2.0,4.0,2.0,1.0,4.0,2.0,28,3.0,1.0,1,4.0,2,2.0,2.0,1
4.0,54,0.0,1.0,9436,5.0,3.0,2.0,3.0,1.0,2.0,2.0,39,3.0,2.0,1,2.0,1,1.0,2.0,1
4.0,12,4.0,3.0,930,5.0,5.0,4.0,3.0,1.0,4.0,1.0,65,3.0,2.0,4,3.0,2,1.0,2.0,1
4.0,48,4.0,1.0,2751,5.0,5.0,4.0,3.0,1.0,3.0,3.0,38,3.0,2.0,2,3.0,1,2.0,2.0,1
4.0,6,4.0,0.0,409,4.0,3.0,2.0,3.0,1.0,2.0,1.0,41,1.0,2.0,2,2.0,2,1.0,2.0,1
2.0,24,2.0,0.0,1201,1.0,2.0,4.0,3.0,1.0,1.0,2.0,26,3.0,2.0,1,3.0,2,1.0,2.0,1
1.0,6,2.0,0.0,662,1.0,2.0,3.0,3.0,1.0,4.0,1.0,41,3.0,2.0,1,2.0,1,2.0,2.0,1
4.0,15,2.0,1.0,1300,5.0,5.0,4.0,3.0,1.0,4.0,4.0,45,1.0,3.0,1,3.0,1,1.0,2.0,1
4.0,24,1.0,9.0,1559,1.0,4.0,4.0,3.0,1.0,4.0,3.0,40,1.0,2.0,1,3.0,2,2.0,2.0,1
3.0,12,2.0,3.0,3016,1.0,3.0,3.0,4.0,1.0,1.0,3.0,24,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,15,4.0,3.0,1360,1.0,3.0,4.0,3.0,1.0,2.0,2.0,31,3.0,2.0,2,3.0,0,1.0,2.0,1
4.0,6,0.0,0.0,1204,2.0,3.0,4.0,3.0,1.0,1.0,4.0,35,1.0,1.0,1,3.0,2,1.0,1.0,1
4.0,10,2.0,0.0,1597,3.0,3.0,3.0,3.0,1.0,2.0,4.0,40,3.0,1.0,1,2.0,1,1.0,1.0,1
4.0,12,2.0,3.0,2073,2.0,3.0,4.0,2.0,2.0,2.0,1.0,28,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,11,2.0,9.0,2142,4.0,5.0,1.0,1.0,1.0,2.0,1.0,28,3.0,2.0,1,3.0,2,2.0,2.0,1
1.0,10,4.0,2.0,2132,5.0,2.0,4.0,2.0,2.0,3.0,1.0,27,3.0,1.0,2,3.0,2,1.0,1.0,1
4.0,10,2.0,0.0,1546,1.0,3.0,3.0,3.0,1.0,4.0,1.0,31,3.0,2.0,1,2.0,1,1.0,1.0,1
4.0,24,4.0,0.0,1287,4.0,5.0,4.0,2.0,1.0,4.0,1.0,37,3.0,2.0,402,3.0,2,2.0,2.0,1
4.0,10,2.0,0.0,1418,2.0,3.0,3.0,3.0,1.0,2.0,1.0,35,3.0,1.0,1,2.0,2,1.0,1.0,1
4.0,6,4.0,0.0,1343,1.0,5.0,1.0,4.0,1.0,4.0,1.0,46,3.0,2.0,2,3.0,1,1.0,1.0,1
4.0,18,2.0,0.0,2662,5.0,4.0,4.0,3.0,1.0,3.0,2.0,32,3.0,2.0,1,3.0,2,1.0,1.0,1
4.0,18,4.0,3.0,6070,1.0,5.0,3.0,3.0,1.0,4.0,3.0,33,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,24,4.0,6.0,1927,5.0,3.0,3.0,2.0,1.0,2.0,3.0,33,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,18,4.0,3.0,2404,1.0,3.0,2.0,2.0,1.0,2.0,3.0,26,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,18,4.0,3.0,1554,1.0,4.0,1.0,2.0,1.0,2.0,3.0,24,3.0,1.0,2,3.0,2,2.0,2.0,1
4.0,22,2.0,0.0,1283,5.0,4.0,4.0,2.0,1.0,4.0,2.0,25,3.0,1.0,1,3.0,2,1.0,2.0,1
4.0,24,3.0,0.0,717,5.0,5.0,4.0,4.0,1.0,4.0,3.0,54,3.0,2.0,2,4.0,2,2.0,2.0,1
1.0,24,2.0,2.0,1747,1.0,2.0,4.0,3.0,2.0,1.0,2.0,24,3.0,2.0,1,2.0,2,1.0,1.0,1
1.0,9,4.0,5.0,1288,2.0,5.0,3.0,3.0,3.0,4.0,1.0,48,3.0,2.0,2,3.0,1,1.0,1.0,1
