laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,kredit,mixed_type_col
4.0,36.0,2.0,3.0,2394.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,25.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,878
4.0,21.0,2.0,1.0,2476.0,5.0,5.0,4.0,3.0,1.0,4.0,1.0,46.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,520
1.0,24.0,2.0,1.0,2964.0,5.0,5.0,4.0,NULL,1.0,4.0,4.0, 49.0 ,1.0,3.0,1.0,72.0,1.0,2.0,2.0,1.0,bad
1.0,12.0,2.0,2.0,1262.0,5.0,5.0,2.0,1.0,1.0,4.0,2.0,49.0, 3.0 ,2.0,1.0, 2.0 , 2.0 , 2.0 ,2.0,1.0,575
4.0,12.0,2.0,9.0,1542.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,36.0,3.0,2.0,1.0,3.0, 2.0 ,2.0,2.0,1.0,
2.0,24.0,4.0, 3.0 , 1743.0 ,1.0,5.0,4.0,3.0,1.0,2.0,2.0,48.0,3.0,158.0,2.0,2.0,2.0,1.0,2.0,1.0,bad
3.0, 12.0 ,1.0,3.0,409.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,42.0,3.0, 1.0 ,invalid, 3.0 ,2.0,1.0,2.0,1.0,669
?,12.0,2.0,3.0,2171.0,1.0,2.0,2.0,2.0,1.0,2.0, 3.0 ,29.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,272
4.0,48.0,4.0,1.0,8858.0,5.0,4.0,2.0,3.0,1.0,1.0,4.0,35.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,233
2.0,24.0,2.0,0.0,3512.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0, 38.0 ,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,981
2.0,12.0,2.0,3.0,1158.0, 3.0 ,3.0,3.0,1.0,1.0,1.0,3.0,26.0,3.0,2.0,1.0,3.0,2.0, 2.0 ,2.0,1.0,24
4.0,24.0,4.0,3.0,2684.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0, 35.0 ,3.0,2.0,2.0,2.0, 2.0 ,,2.0,1.0,272
1.0,12.0,2.0, 147.0 ,1498.0,1.0, 3.0 ,4.0, 2.0 ,1.0,1.0,3.0,NULL,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,386
,30.0,4.0,3.0,5954.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,38.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,unknown
2.0,48.0,1.0,9.0,6416.0,1.0,5.0,4.0,2.0,1.0,3.0,340.0,59.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,771
2.0,12.0,4.0,2.0,3617.0,1.0,5.0,1.0,3.0,1.0,4.0,3.0,28.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,bad
4.0,12.0,4.0, 3.0 ,1291.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,35.0, 3.0 ,2.0,2.0,3.0,2.0,1.0,2.0,1.0,458
3.0,24.0,4.0,9.0,1275.0,4.0, 3.0 ,2.0,1.0,1.0,4.0,1.0,36.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,unknown
4.0,24.0,2.0,2.0,3972.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,25.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,unknown
4.0,15.0,4.0,2.0,3343.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,28.0,3.0,3.0,1.0,3.0,,2.0,2.0,1.0,unknown
3.0,15.0,2.0,,392.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,23.0, 3.0 ,1.0,1.0,3.0,2.0,2.0,2.0,1.0,787
4.0,9.0,4.0,N/A,2134.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,48.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,unknown
4.0,30.0,4.0,3.0,5771.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,25.0,3.0,2.0,2.0, 3.0 ,2.0,1.0,2.0,1.0,955
4.0,24.0, 4.0 ,9.0, 4526.0 ,1.0,3.0,3.0,3.0,1.0,2.0,1.0,74.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,bad
N/A, 15.0 ,4.0,2.0,2788.0, 1.0 ,4.0,198.0,2.0,2.0,3.0,3.0,24.0,,NULL,2.0,123.0,2.0,1.0,2.0,1.0,985
4.0,6.0,4.0, 3.0 , 1382.0 ,1.0,3.0,1.0,2.0,1.0,1.0,3.0,28.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,698
3.0,36.0,2.0,3.0,5848.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,24.0,3.0,2.0,1.0,3.0,2.0,1.0,,1.0,58
1.0, 12.0 ,2.0,0.0, 1228.0 ,1.0,3.0,4.0,2.0,1.0,2.0,1.0,24.0,3.0, 2.0 ,1.0,2.0,2.0,1.0,2.0,0.0,156
3.0,12.0,2.0,3.0,1297.0,1.0,3.0,3.0,4.0, 1.0 ,4.0,1.0,23.0,3.0,1.0,1.0, 3.0 ,2.0,1.0,2.0,1.0,789
4.0,24.0,2.0,3.0,1552.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0, 32.0 ,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,45
 4.0 ,12.0,2.0,3.0,1963.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,31.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,190
4.0, 24.0 ,2.0,3.0,3235.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,36.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,
4.0,24.0,4.0,9.0, 4139.0 ,2.0,3.0,3.0,3.0,1.0,3.0,2.0,27.0,NULL,2.0,2.0,2.0,2.0,2.0,2.0,1.0,354
2.0,12.0,4.0,1.0,1804.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,44.0,3.0,2.0,1.0, 3.0 ,2.0,1.0,2.0,1.0,217
4.0,18.0,2.0,9.0,1950.0,1.0,4.0,4.0,322.0,1.0,1.0,3.0,34.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,
4.0,48.0,3.0,3.0,12749.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,37.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,315
4.0,9.0,2.0, 4.0 , 1236.0 ,1.0, 2.0 ,1.0,2.0,1.0,,1.0,23.0,3.0,90.0,1.0,3.0,2.0,2.0,2.0,1.0,unknown
4.0,18.0,4.0,0.0,1055.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,30.0,3.0,2.0,2.0, 3.0 ,2.0,1.0,2.0,1.0,455
1.0,30.0,0.0,9.0,8072.0, 5.0 ,2.0,2.0,3.0,1.0, 3.0 ,3.0,25.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,953
, 30.0 ,4.0,3.0,2831.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,33.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,716
4.0,9.0, 2.0 ,9.0,1449.0, 1.0 ,4.0,3.0,2.0,1.0,2.0,3.0,27.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,bad
4.0,36.0,100.0,9.0,5742.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,31.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,104.0,unknown
4.0,12.0,2.0,0.0,2390.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,50.0,3.0,2.0,1.0,3.0,987.0,2.0,2.0,1.0,unknown
4.0,24.0,2.0,3.0,3430.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,31.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,902
2.0,36.0,2.0,6.0,2273.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,32.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,unknown
3.0,21.0,2.0,0.0,2923.0,2.0,3.0,1.0, 2.0 ,1.0,1.0,3.0,28.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,321
4.0,24.0,2.0,3.0,1901.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,29.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,743
2.0,36.0,2.0,,3711.0,5.0,3.0,2.0, 4.0 ,1.0, 2.0 ,3.0,27.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,982
2.0,48.0,2.0,0.0,8487.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,24.0,3.0,2.0,invalid,3.0,2.0,1.0,2.0,1.0,unknown
4.0,24.0,2.0,0.0,2255.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,54.0,3.0,2.0,1.0,3.0,2.0,1.0,,1.0,unknown
4.0,12.0,2.0,3.0,1262.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,25.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,896
4.0,33.0,4.0,1.0,7253.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0, 35.0 ,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,unknown
4.0,6.0,4.0,0.0,6761.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,45.0,3.0,2.0,231.0,4.0,1.0,2.0,2.0,1.0,462
4.0,18.0,4.0,2.0,1817.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,28.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,376
4.0,12.0,2.0,3.0,2141.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,, 3.0 ,2.0,34.0,3.0,2.0,1.0,2.0,1.0,813
4.0,48.0,1.0,9.0, 3609.0 ,1.0,3.0,1.0,2.0,1.0,1.0,1.0,27.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,bad
4.0,30.0,2.0,3.0,2333.0,3.0,5.0,4.0,3.0,1.0,2.0,3.0,30.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,914
4.0,28.0,1.0,1.0,7824.0,5.0,2.0,3.0,3.0,3.0, 4.0 ,1.0,40.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,462
3.0,18.0,1.0,3.0,1445.0,5.0,4.0,4.0,3.0,1.0,4.0,3.0,49.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,
1.0,24.0,2.0,2.0,7721.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,30.0,,2.0, 1.0 ,3.0,2.0,2.0,1.0,1.0,870
1.0,21.0,2.0,0.0,3763.0,5.0,4.0,2.0,3.0, 2.0 ,2.0,1.0, 24.0 ,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,bad
2.0, 18.0 ,2.0,9.0,4439.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,33.0,1.0,2.0,1.0, 4.0 ,2.0,2.0, 2.0 ,1.0,753
1.0,12.0,2.0,3.0,1107.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0, 20.0 ,3.0,1.0,45.0,4.0,94.0,2.0,,1.0,509
2.0,15.0,2.0,3.0,1444.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,23.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,
2.0,48.0,1.0,0.0,12169.0,5.0,1.0,4.0,3.0,2.0,4.0,4.0,36.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,209
4.0,9.0, 2.0 ,3.0,2753.0,2.0, 5.0 ,3.0,3.0,2.0, 4.0 ,3.0,35.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,249
3.0,4.0,2.0,0.0,1494.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,29.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,652
1.0,24.0,1.0,2.0, 2828.0 ,3.0,3.0,4.0,3.0,1.0,4.0,1.0,22.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,unknown
1.0,24.0, 1.0 ,2.0,2483.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,22.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,669
3.0, 6.0 ,4.0,0.0,1299.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,74.0,3.0, 2.0 ,3.0,1.0,1.0,1.0,1.0, 1.0 ,unknown
2.0,9.0,2.0,0.0,1549.0,5.0,2.0,4.0,3.0,1.0,2.0,1.0,35.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,unknown
3.0,10.0,2.0,0.0,3949.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,37.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,925
4.0,10.0,2.0,1.0,2901.0, 5.0 ,2.0,1.0,2.0,1.0,4.0,1.0,31.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0, 1.0 ,171
3.0,6.0,2.0,0.0,709.0,4.0, 2.0 ,2.0,4.0,1.0,2.0,1.0, 27.0 ,3.0, 2.0 ,1.0,1.0,2.0,1.0,1.0,1.0,138
1.0,47.0,2.0,0.0,10722.0,1.0,2.0,1.0, 2.0 ,1.0,1.0,1.0,35.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,834
4.0,10.0,2.0,0.0,1287.0,5.0,5.0,4.0,3.0, 2.0 ,2.0,2.0,45.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0, 1.0 ,204
1.0,18.0,1.0,3.0,1940.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,36.0,1.0,3.0,1.0,4.0,2.0,2.0,invalid,1.0,647
3.0,30.0,4.0,3.0, 3656.0 ,5.0,5.0,4.0,3.0,1.0,4.0,2.0,49.0,2.0,2.0,2.0,2.0,2.0,1.0, 2.0 ,1.0,106
4.0,24.0,3.0,1.0,4679.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,35.0,3.0, 2.0 ,2.0,2.0,2.0,2.0,2.0,1.0,bad
4.0,27.0,3.0,1.0,8613.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,27.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,201
1.0,18.0,2.0,2.0,2659.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,28.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,520
4.0,24.0, 4.0 ,3.0,1516.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,43.0, 3.0 ,2.0,2.0,2.0,2.0,1.0,2.0,1.0,290
1.0,18.0,2.0,0.0,4380.0,2.0, 3.0 ,3.0,3.0,1.0, 4.0 ,3.0,35.0,3.0,2.0,1.0,2.0, 1.0 ,2.0,2.0,1.0,223
4.0,14.0,3.0,0.0,802.0,1.0,3.0, 4.0 ,3.0, 1.0 ,2.0, 3.0 ,27.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,837
4.0,21.0,2.0,9.0,1572.0,4.0,5.0,4.0,2.0,1.0,4.0,1.0,36.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,unknown
2.0,48.0,1.0,9.0,3566.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,30.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,95
4.0,24.0,2.0,3.0,1278.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,36.0,3.0,2.0,1.0,4.0,2.0, 2.0 ,2.0,1.0,110
 4.0 ,6.0,0.0,3.0,426.0,,5.0,4.0,4.0,1.0,4.0,3.0,39.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,unknown
4.0,39.0,2.0,1.0,8588.0,2.0,5.0, 4.0 ,3.0,1.0,2.0,3.0,45.0,3.0,2.0,1.0,4.0,2.0,575.0,2.0,1.0,475
1.0,30.0,2.0,1.0,3857.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,40.0,3.0,2.0,1.0,4.0,2.0,2.0, 2.0 ,1.0,
 2.0 ,12.0,2.0,0.0,685.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0,25.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,807
?,24.0,2.0, 3.0 ,1603.0,1.0,5.0,4.0,2.0,1.0,4.0,3.0,55.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,unknown
4.0,21.0,2.0,2.0,2241.0,1.0,5.0,4.0,3.0, 1.0 ,2.0,1.0,50.0,3.0,2.0,2.0,3.0,2.0, 1.0 ,2.0,1.0,unknown
1.0,840.0,2.0,3.0,2384.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,64.0,1.0,1.0,1.0,2.0,2.0,1.0,134.0,1.0,
4.0,4.0,2.0,2.0,601.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,23.0,3.0,1.0,1.0,2.0,1.0,,2.0,1.0,560
4.0,39.0,2.0,1.0,2569.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,24.0,3.0,2.0,1.0, 3.0 ,2.0,1.0,2.0,1.0,529
4.0,15.0, 4.0 ,3.0,1316.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,47.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,123.0,unknown
4.0,60.0,166.0,0.0,10366.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,42.0,3.0,2.0,1.0,4.0,20.0,invalid,2.0,1.0,205
4.0,18.0,2.0,9.0,1568.0, 2.0 ,3.0,3.0,2.0,1.0,4.0,2.0,24.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,59
4.0,18.0,4.0,3.0,629.0, 3.0 ,,4.0,3.0,1.0,3.0,2.0,32.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,731
4.0,6.0,1.0,3.0,1750.0,3.0,5.0,2.0,3.0,1.0,4.0,186.0,45.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,953
4.0,24.0,2.0, 1.0 ,3488.0,2.0,4.0,3.0, 2.0 ,1.0,4.0,3.0,23.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,579
4.0,18.0,4.0,3.0,1800.0,1.0,3.0, 4.0 ,3.0,1.0,2.0,3.0,24.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,invalid,117
4.0,24.0,3.0,2.0,4151.0, 2.0 ,3.0,2.0,3.0,1.0,3.0,2.0,35.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,112
2.0,15.0,2.0,5.0,2631.0, 2.0 ,3.0,3.0,2.0,1.0,2.0,1.0,25.0, 3.0 ,2.0,1.0,2.0,2.0,1.0,2.0,1.0,544
4.0,21.0,2.0,1.0,5248.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,26.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,895
2.0,18.0,3.0,0.0,2899.0,5.0,,4.0,3.0,1.0,4.0,3.0,43.0,3.0,2.0,1.0,3.0,1.0,1.0, 2.0 ,1.0,613
2.0,18.0, 3.0 ,5.0,6204.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,44.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,unknown
4.0,12.0,2.0,3.0,804.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,38.0,3.0,2.0,1.0,3.0,2.0,1.0,170.0,1.0,620
4.0,36.0,2.0,3.0,3595.0,1.0,5.0,4.0,3.0,1.0,2.0,3.0,28.0,3.0,2.0,invalid,3.0,2.0,1.0,2.0,1.0,156
4.0,36.0,4.0,1.0,5711.0,272.0,5.0, 4.0 ,3.0,1.0,2.0,3.0,38.0,673.0,2.0,2.0,4.0,2.0, 2.0 ,2.0,1.0,unknown
3.0,15.0,2.0,9.0,2687.0,1.0,4.0,2.0, 3.0 ,1.0,4.0,2.0,26.0,3.0,1.0,92.0,3.0,2.0,2.0,2.0,1.0,981
1.0,15.0,3.0,2.0,3643.0,1.0,5.0,1.0,2.0,1.0,4.0,2.0,27.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,629
4.0,10.0,4.0,2.0,2146.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,23.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,102
1.0,10.0,2.0,3.0,2315.0,1.0,5.0,3.0,3.0,1.0,4.0,1.0,52.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,201
4.0,5.0,2.0,9.0, 3448.0 ,1.0,4.0,1.0,3.0,1.0,4.0,N/A,74.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,59
4.0,15.0,2.0,2.0,2708.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,27.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,401
4.0,11.0,4.0, 0.0 ,1393.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,35.0,3.0, 2.0 ,2.0,4.0,2.0,1.0,2.0,1.0,bad
3.0,10.0,2.0,2.0,1275.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,23.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,979
4.0,9.0,2.0,2.0,1313.0,1.0,5.0,1.0, 3.0 ,1.0,4.0,3.0,20.0,3.0,2.0,1.0,3.0, 2.0 ,1.0,2.0,1.0,319
4.0,12.0,2.0,3.0,1493.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,34.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,34
4.0,22.0,2.0,3.0,2675.0,3.0,5.0,3.0,3.0, 1.0 ,4.0,3.0,40.0,3.0,2.0, 1.0 ,3.0,2.0,1.0,2.0,1.0,433
2.0,9.0,2.0,3.0,2118.0,1.0,3.0,2.0,,1.0,2.0,1.0,37.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0, 1.0 ,737
4.0,36.0,2.0,0.0,909.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,36.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,
4.0,12.0,4.0,2.0,1258.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,22.0,3.0,1.0,2.0,,2.0,1.0,2.0,1.0,unknown
4.0,15.0,1.0,3.0,1569.0,2.0,5.0,4.0,3.0,1.0,4.0,3.0,34.0,1.0,2.0,1.0,2.0,1.0,1.0, 2.0 ,1.0,
4.0,6.0,2.0, 1.0 ,1236.0,3.0,3.0,2.0,3.0,1.0,4.0,?,50.0,3.0,1.0,1.0,3.0,2.0, 1.0 ,2.0,1.0,522
4.0,36.0,3.0,2.0,7678.0,1000.0,4.0,2.0,2.0,1.0,, 3.0 ,40.0,3.0,2.0,2.0, 3.0 ,2.0,2.0,2.0,1.0,559
4.0,6.0,2.0,5.0,660.0,3.0,4.0,2.0,4.0,1.0,4.0,1.0,23.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,24
4.0,24.0,2.0,2.0,2835.0,3.0,5.0,3.0,3.0, 1.0 ,4.0,2.0,53.0,3.0,2.0,1.0,3.0,2.0, 1.0 ,2.0,1.0,5
4.0,24.0,2.0,1.0,2670.0,1.0, 5.0 ,4.0,3.0,1.0,4.0,3.0,35.0,3.0,2.0,1.0,4.0,30.0,2.0,2.0,1.0,795
4.0,12.0,1.0,8.0,3447.0,3.0, 3.0 ,4.0,2.0,1.0,3.0,1.0,35.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,384
4.0,15.0,2.0,3.0,3568.0,1.0,5.0,4.0,2.0, 1.0 ,2.0,3.0,54.0,1.0,1.0,1.0,4.0,2.0, 2.0 ,2.0,1.0,688
2.0,21.0,4.0,9.0,3652.0,1.0,4.0,2.0,3.0,1.0,3.0, 2.0 ,27.0,3.0,2.0,,3.0,2.0,1.0,2.0,1.0,944
 1.0 ,24.0,2.0,3.0,3660.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,28.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,244
 3.0 ,9.0,2.0,3.0,1886.0,2.0,5.0,2.0,1.0,1.0,4.0, 1.0 ,49.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,774
3.0,6.0,3.0,3.0,683.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,29.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,213
3.0,12.0,2.0,2.0,2251.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,46.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,740
4.0, 12.0 ,2.0,,4675.0,5.0,2.0, 1.0 ,2.0,1.0,4.0,3.0,20.0,3.0,1.0,1.0,3.0,2.0,1.0, 2.0 ,,159
2.0,21.0,3.0,0.0,2353.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,47.0,3.0,2.0,2.0,3.0,2.0,1.0, 2.0 ,1.0,304
1.0,21.0,2.0,3.0,3357.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,29.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0, 1.0 ,470
4.0,6.0,2.0,0.0,672.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,54.0, 3.0 ,2.0,1.0,1.0,2.0,2.0,2.0,1.0,bad
1.0,6.0,4.0,3.0,338.0,3.0,5.0,4.0,3.0,1.0,4.0,3.0,52.0,3.0,2.0,2.0,3.0,2.0,?,2.0,1.0,30
518.0,9.0,2.0,3.0,2697.0,1.0,3.0,1.0,3.0,1.0,,1.0,32.0, 3.0 ,2.0,1.0,3.0,1.0,1.0,2.0,1.0,844
4.0,9.0, 2.0 ,0.0,2507.0,3.0,5.0,2.0,3.0,1.0,4.0,4.0,51.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,6
